SalesID,OrderID,SalesPersonID,SaleDate,CommissionRate
228,965,17,2025-01-22,0.07935355139739632
229,966,10,2024-06-20,0.015516847882614506
230,1389,13,2024-12-06,0.011171374597163946
231,226,13,2025-02-14,0.07138450954758295
232,460,23,2024-04-06,0.06641419795104052
233,1325,21,2024-10-12,0.06618897613841578
234,132,42,2024-04-30,0.02630757227190906
235,1069,22,2024-09-13,0.0947046339404997
236,616,8,2024-10-09,0.08320395181588489
237,1034,2,2024-08-14,0.06429592692418572
238,1028,3,2024-06-13,0.08758597812954685
239,587,50,2025-02-03,0.09534791392644609
240,35,43,2024-12-22,0.019520576396216405
241,390,2,2024-12-27,0.038889090354663765
242,437,16,2024-06-06,0.011012116919839676
243,268,44,2024-05-15,0.08992201273832663
244,620,17,2024-08-30,0.09149325040732613
245,80,45,2024-06-26,0.08412119473118174
246,540,24,2025-02-06,0.08713473984507916
247,1312,48,2024-12-25,0.059174750415033436
248,604,12,2024-06-15,0.05408529302814283
249,1331,3,2024-09-11,0.030962949834562645
250,1335,6,2025-03-24,0.09732543783337061
251,371,22,2024-05-17,0.057775063710181505
252,546,25,2025-02-06,0.0847088526039598
253,1064,5,2025-02-20,0.09146378209385168
254,626,18,2024-07-04,0.0749360329517957
255,228,35,2024-04-30,0.016254104317557146
256,880,12,2024-09-30,0.02071622189214401
257,440,34,2024-11-25,0.043040455645999794
258,1485,6,2025-03-01,0.06102617599685617
259,741,41,2024-10-22,0.06996131323339475
260,1286,18,2024-08-06,0.06693211154518593
261,1214,3,2024-07-13,0.07684505761788075
262,422,49,2024-11-11,0.09676772501572155
263,1486,23,2024-04-15,0.09071391708798204
264,727,40,2025-01-18,0.09471067165877582
265,680,45,2025-02-24,0.016076014889136882
266,1032,26,2024-04-18,0.07391585471954534
267,1039,24,2024-07-30,0.09340572669578237
268,821,33,2024-12-24,0.07147444978108282
269,1257,40,2024-11-20,0.04265646605031286
270,1252,34,2025-02-19,0.09096538620804905
271,1180,8,2024-04-22,0.03739611769988772
272,438,21,2024-07-04,0.041452656196242714
273,757,3,2024-10-02,0.032950345321956113
274,779,24,2024-12-18,0.04526410071411655
275,799,33,2024-06-03,0.058805210943849905
276,1259,8,2024-11-20,0.056432522447125315
277,415,40,2024-08-17,0.03831343381105917
278,1298,39,2025-01-17,0.0680254850982846
279,949,32,2024-07-24,0.06244726110142403
280,416,27,2024-08-23,0.07049072602211862
281,424,11,2024-10-18,0.08500502337085573
282,683,12,2025-01-27,0.087378324047764
283,564,4,2024-08-08,0.09932827000483248
284,1128,43,2024-10-13,0.07383179077240926
285,1159,8,2024-06-27,0.09362326937757513
286,872,4,2024-08-11,0.07821770783164643
287,630,28,2024-12-26,0.06877591881648007
288,160,5,2024-09-11,0.02015223864150528
289,849,21,2025-03-18,0.0763464571987724
290,285,15,2025-02-13,0.04974057323324573
291,1019,26,2025-03-03,0.07293807403634218
292,1484,19,2024-07-01,0.06161143728129223
293,1215,7,2024-12-21,0.07351701515556247
294,280,26,2024-11-19,0.0749496458828715
295,141,17,2025-03-23,0.03696331869771481
296,1216,1,2024-11-14,0.014784875402837495
297,73,47,2024-10-30,0.01007519739872102
298,371,47,2025-01-20,0.09875353276635361
299,754,28,2025-02-17,0.025611764394883305
300,866,35,2024-05-19,0.06822013629336504
301,379,49,2024-05-30,0.053853505978302116
302,1488,14,2024-10-05,0.08792214112507866
303,1026,22,2025-02-25,0.026209325315381816
304,509,16,2024-07-18,0.08619074195306886
305,173,27,2025-01-10,0.010664004423049961
306,598,35,2024-06-24,0.020321910456187052
307,53,40,2024-11-21,0.09271909158526893
308,754,48,2024-12-02,0.06832973459368608
309,1302,25,2024-05-30,0.03533129307962852
310,101,49,2024-05-27,0.04222425539337257
311,300,27,2025-03-20,0.0321595308936768
312,324,33,2024-08-04,0.07908512332201478
313,81,39,2025-01-27,0.03748517719849158
314,32,7,2025-03-13,0.029207178834686064
315,227,49,2024-08-11,0.09694772591385345
316,726,42,2024-05-12,0.03066057071211325
317,393,45,2024-09-18,0.050665127483879455
318,922,6,2025-02-09,0.0869792903902644
319,689,3,2024-07-15,0.09433565890614375
320,185,31,2024-04-28,0.045695444898560124
321,387,36,2025-02-18,0.04499045637452884
322,1209,18,2024-11-20,0.06373590470297812
323,1380,39,2024-12-29,0.028149819869149426
324,961,11,2025-01-13,0.04534722819797812
325,695,31,2024-06-11,0.054019472295385125
326,265,9,2024-08-04,0.016226152352341205
327,418,35,2024-11-03,0.07837036539510633
328,182,7,2025-03-08,0.07716264783266819
329,218,47,2025-03-08,0.0744138523280232
330,424,43,2024-04-26,0.05703872607645344
331,865,8,2024-12-01,0.012285010553964994
332,251,31,2025-01-13,0.02045630755266297
333,614,17,2025-02-22,0.07817075749270835
334,863,31,2025-03-17,0.04105320236002112
335,881,40,2025-02-17,0.06956228133353146
336,477,42,2024-07-08,0.06555896486666535
337,181,13,2025-02-18,0.0609828618803902
338,411,4,2024-10-09,0.06851714378957625
339,329,40,2025-03-03,0.07765274151781949
340,1166,28,2024-09-11,0.022557137254800456
341,100,49,2025-03-15,0.01494690200583957
342,427,33,2024-06-09,0.0751489348821468
343,861,15,2025-03-18,0.014601883980841782
344,1382,14,2025-03-30,0.06156838820545602
345,1383,2,2024-05-12,0.05382299026434244
346,695,12,2025-02-13,0.04160416029238207
347,836,29,2024-12-30,0.07371780500248692
348,927,31,2024-06-10,0.04004126929246759
349,1354,31,2024-12-31,0.09252434451682087
350,751,9,2024-06-12,0.06092464078489128
351,1468,34,2024-09-05,0.08698784065549549
352,433,40,2025-02-09,0.08970891628538465
353,1342,21,2024-04-15,0.09541544296958647
354,408,7,2024-05-18,0.07768135593700552
355,1304,50,2024-12-27,0.047270819294901394
356,1488,29,2024-10-28,0.0722947525940929
357,402,10,2024-09-01,0.04132018327626198
358,512,4,2024-06-30,0.030168203183566333
359,210,36,2024-11-08,0.07845765982509469
360,127,41,2024-11-19,0.07924010169729574
361,880,20,2024-07-11,0.05266695031884449
362,781,2,2024-08-18,0.06667921432921275
363,1201,3,2024-07-10,0.032142792775363804
364,240,9,2024-05-08,0.05875320485034926
365,141,1,2025-02-15,0.0468927046259368
366,1111,45,2024-06-20,0.03537070642321738
367,1466,50,2025-01-06,0.01300738394066215
368,876,50,2025-01-26,0.0632346768841571
369,994,48,2024-11-02,0.014428157980466691
370,1017,49,2024-07-07,0.08497567268678359
371,393,45,2024-08-02,0.061966198635142945
372,402,17,2024-06-30,0.0455749547754446
373,617,36,2024-05-07,0.07266156451671761
374,886,16,2024-07-31,0.017649231598769882
375,1118,38,2024-08-30,0.053992033643391224
376,523,24,2024-06-24,0.06396686535879091
377,1061,37,2025-01-27,0.06294701737424904
378,443,38,2024-04-21,0.0840222386484342
379,533,21,2024-11-21,0.022617439011015983
380,934,7,2024-07-04,0.08449248790339195
381,926,12,2024-04-04,0.029652813849100762
382,1343,3,2025-03-14,0.07356799427978357
383,1380,8,2025-01-25,0.04692991760796082
384,933,29,2025-02-06,0.04476264923706228
385,953,40,2024-09-30,0.03859707871070244
386,811,13,2024-11-19,0.02756232014134477
387,500,29,2024-09-03,0.08449010482135738
388,380,20,2024-10-20,0.08429834056440223
389,456,33,2024-12-13,0.03282924620481977
390,1350,38,2025-01-12,0.02208702199986466
391,1242,24,2024-08-10,0.062380222496758814
392,1063,7,2025-01-27,0.04396957524705618
393,1242,48,2024-11-28,0.026638989641399158
394,203,27,2024-04-18,0.030628946844773124
395,1433,19,2024-12-09,0.08270204569949183
396,260,17,2024-11-15,0.07101258701872641
397,884,27,2024-09-14,0.0459170161288951
398,320,25,2024-12-27,0.0370750873540757
399,819,4,2024-12-13,0.06588997982100686
400,1470,24,2024-07-28,0.0984299409609789
401,1041,35,2024-08-19,0.07214971201396304
402,770,5,2025-03-09,0.05892513092711736
403,168,46,2025-02-01,0.06082642433640828
404,61,11,2024-11-11,0.0817952347173543
405,1008,20,2024-10-27,0.0474982509744038
406,218,43,2024-09-28,0.026660462870616256
407,1431,13,2024-05-23,0.02981913104398399
408,295,45,2024-12-01,0.04581221224852286
409,824,18,2024-07-17,0.09763203420872646
410,219,22,2025-03-22,0.04785489453374947
411,1185,18,2025-01-09,0.024730962472410647
412,1285,33,2024-04-13,0.06017219860971601
413,1163,20,2024-11-05,0.04481680473448045
414,1321,29,2025-01-16,0.01929060017894893
415,300,27,2024-11-24,0.07671098418671601
416,226,24,2024-11-22,0.05879377472621518
417,330,22,2025-03-03,0.03610950617287536
418,37,29,2024-06-08,0.09897317809912941
419,76,6,2024-12-29,0.021072524162097442
420,82,46,2024-05-12,0.08552389971678306
421,641,16,2024-09-26,0.010872012363222893
422,1355,26,2024-10-05,0.01298179690914248
423,688,46,2024-12-04,0.030722303835019928
424,888,18,2025-01-27,0.0946676893271027
425,735,1,2025-03-13,0.018159796564252505
426,67,20,2024-06-13,0.06851040308127171
427,184,40,2024-08-06,0.020354360437272016
428,481,11,2024-12-09,0.07507321452377115
429,478,17,2025-01-21,0.039809640742816406
430,757,44,2025-03-26,0.05560669128633502
431,1272,44,2024-05-07,0.06416679581753813
432,183,28,2024-09-10,0.03116654411890294
433,465,49,2024-09-03,0.045961009372964594
434,535,21,2024-10-15,0.06433026736120172
435,563,23,2024-04-25,0.05744848048526144
436,162,37,2024-04-26,0.0861906925335862
437,14,12,2025-03-07,0.08570128007283166
438,975,41,2024-06-20,0.027778899312685644
439,378,16,2024-06-23,0.07178361800322218
440,1465,49,2024-11-28,0.030331711064469698
441,1166,4,2024-09-30,0.026727646759522647
442,528,37,2024-06-14,0.038157917834978974
443,44,37,2025-03-29,0.08622447987962614
444,1011,17,2024-09-14,0.08371908480271928
445,96,44,2024-09-23,0.09782811049445418
446,1298,22,2024-04-12,0.08486944509484737
447,929,22,2024-10-03,0.041867526409916714
448,1190,44,2024-12-25,0.03161155588388007
449,80,41,2024-05-23,0.09128167805830503
450,1237,29,2024-05-18,0.0928506639985808
451,1114,15,2024-10-03,0.026357686236068822
452,540,6,2024-12-12,0.030746041212069412
453,672,24,2024-06-27,0.05892631912940808
454,1080,38,2024-12-31,0.0675453446404099
455,1454,11,2024-07-24,0.06483514704249799
456,313,12,2024-04-05,0.012897737258448116
457,1218,13,2024-12-31,0.011757015471505896
458,270,9,2025-03-24,0.0683830702632716
459,9,26,2024-06-10,0.03528023599369888
460,705,4,2024-07-28,0.09348428298004628
461,321,2,2024-05-22,0.02976045130849802
462,530,48,2024-12-09,0.03946375228539318
463,261,47,2024-06-06,0.08049655516476853
464,194,37,2024-12-08,0.06387061978644216
465,206,6,2024-06-06,0.04376050252974536
466,1023,9,2025-01-11,0.08133208485620942
467,1103,2,2025-02-25,0.0998910759875398
468,915,37,2024-07-15,0.0909534496180565
469,741,26,2024-05-07,0.047308645237009485
470,273,6,2024-12-24,0.044548586571307294
471,968,32,2024-11-26,0.08606431195776097
472,1347,33,2024-10-21,0.05340336422999343
473,1106,41,2025-03-08,0.03695676739131335
474,1228,23,2025-02-02,0.015663981795442036
475,708,43,2025-02-21,0.08260860790628645
476,656,30,2025-01-06,0.07516204580787608
477,658,13,2024-06-29,0.011700753842796133
478,895,49,2025-02-09,0.07054692036243751
479,66,47,2025-02-09,0.0717997459863071
480,229,34,2024-04-24,0.08965313166464751
481,420,16,2024-09-07,0.0578153424827658
482,1040,3,2024-12-18,0.02721526092087319
483,786,46,2025-03-21,0.08733384769608235
484,435,28,2024-07-05,0.08695527767562995
485,487,50,2024-06-11,0.06510891683136073
486,1154,6,2025-01-10,0.06230449515813259
487,1105,1,2024-07-01,0.07186130692711461
488,1402,19,2024-09-16,0.08688846028463865
489,424,46,2024-07-31,0.04183764628080168
490,1475,12,2024-07-29,0.049644965333347106
491,547,38,2025-03-17,0.042180799895890075
492,494,31,2024-04-06,0.05014184764993856
493,402,40,2024-05-07,0.07330052939933769
494,1386,50,2025-03-13,0.010120589820380103
495,348,18,2024-10-29,0.044408439435042565
496,1418,28,2024-05-09,0.03152947370573285
497,908,21,2024-12-08,0.06413931592595608
498,1127,33,2025-02-02,0.07611762732786741
499,467,12,2024-07-30,0.0549975329401979
500,1279,40,2024-07-22,0.03756732997845381
501,153,26,2024-07-14,0.059561034184910225
502,1160,1,2024-06-05,0.043016351939874346
503,1411,27,2024-07-25,0.04200363302033049
504,325,41,2025-01-21,0.022654035582011442
505,555,44,2024-11-01,0.08739442576449785
506,537,39,2025-03-05,0.04050750470380606
507,983,24,2025-02-26,0.05029037999128924
508,532,40,2024-07-15,0.058028485912662305
509,1198,4,2024-05-31,0.07097756045344347
510,1350,10,2024-12-16,0.0149710394612497
511,1478,39,2024-12-16,0.03567710369521188
512,1445,18,2024-04-12,0.07105577730373173
513,824,48,2024-06-01,0.0755458675106532
514,1190,38,2024-12-26,0.02388008381171833
515,1477,33,2024-07-18,0.07616534393185255
516,320,11,2024-07-05,0.04049936132448423
517,222,1,2025-02-08,0.0388615597031771
518,74,40,2025-02-19,0.0934229658065685
519,942,12,2025-01-18,0.08594063879958302
520,1003,16,2024-08-21,0.09127233915592976
521,548,44,2024-04-03,0.08256819659639981
522,447,35,2024-12-27,0.051500894255291065
523,736,6,2024-11-20,0.06628323646768627
524,1110,11,2024-07-29,0.04273423466571565
525,723,40,2024-09-18,0.04012393324069052
526,536,48,2024-09-07,0.018775582785182675
527,660,42,2024-08-15,0.0516314869393165
528,373,46,2024-12-29,0.07530071565305099
529,518,39,2025-03-14,0.0481100473511056
530,110,49,2025-03-31,0.02451783949271003
531,50,15,2024-05-06,0.06790031066882497
532,417,19,2024-05-16,0.07801958692545857
533,1272,15,2024-12-16,0.07452689823666145
534,332,9,2025-01-11,0.02039948338803836
535,853,23,2024-10-17,0.050377470681342636
536,490,15,2024-09-13,0.03747374639988207
537,4,20,2024-12-12,0.07014047659260286
538,234,20,2024-04-26,0.08585762602008616
539,937,7,2024-08-09,0.08878641627899503
540,625,47,2024-09-09,0.045196099725333345
541,1412,37,2024-07-16,0.02393168972831711
542,764,48,2024-04-04,0.08801830885943712
543,255,13,2024-11-24,0.0550580216306493
544,1255,20,2025-02-06,0.04818447905847127
545,92,39,2024-11-10,0.06346582523231971
546,537,41,2024-07-20,0.0449095811571428
547,282,38,2024-05-11,0.09440841199412221
548,214,44,2024-07-29,0.09868833914327935
549,1124,7,2024-10-10,0.024669382767363544
550,563,46,2024-08-15,0.08760866302796
551,1136,37,2024-06-14,0.08679675677311592
552,1049,12,2024-11-28,0.09801728416136993
553,1108,15,2024-10-27,0.0464309817689976
554,439,20,2024-11-27,0.09049882181871574
555,118,49,2024-12-31,0.09157840992778146
556,949,29,2024-04-26,0.05026268837401388
557,981,4,2025-03-15,0.05089620887850789
558,1131,22,2024-06-14,0.08479840797553691
559,502,17,2024-09-29,0.06359945930740625
560,270,46,2024-04-16,0.09634948072599375
561,791,1,2024-08-03,0.07554929984865681
562,741,7,2024-07-30,0.03059705759502608
563,1339,37,2025-02-17,0.051110779026725194
564,1305,33,2024-12-04,0.060893634043729196
565,1376,38,2024-05-23,0.07619432767874668
566,1431,44,2024-07-26,0.023727319303557814
567,670,14,2025-02-20,0.02848497900249765
568,662,25,2024-08-05,0.07853640424336733
569,351,41,2024-05-07,0.06440835146168564
570,823,49,2024-12-22,0.06632894398885542
571,124,16,2024-12-03,0.07803647921816859
572,482,30,2024-11-29,0.0916119019980336
573,1383,33,2024-04-22,0.033609006349948914
574,1260,50,2024-10-15,0.016372729645471693
575,1284,46,2025-03-20,0.06906010603302935
576,104,4,2025-02-15,0.01609947209487523
577,326,7,2024-06-09,0.0605735656819825
578,963,40,2024-08-28,0.023013842809171493
579,1085,43,2025-03-01,0.08443625966190338
580,1094,8,2024-04-30,0.05934769913470117
581,1263,30,2024-12-16,0.03867682144639932
582,1159,20,2025-03-17,0.05895618332590323
583,484,9,2025-02-14,0.08020558490300722
584,1347,44,2025-01-28,0.03289130331512981
585,791,7,2024-04-28,0.03559098897201979
586,735,43,2024-04-11,0.05469327515377963
587,928,42,2024-12-06,0.046295325307304486
588,1038,23,2024-06-17,0.03898937439624842
589,964,15,2024-08-02,0.03206947886057554
590,554,32,2024-08-27,0.016962520094947864
591,722,45,2024-08-03,0.03122451859916623
592,1293,24,2024-11-26,0.05436882715191309
593,969,20,2024-07-13,0.02987196923474563
594,1432,27,2024-06-10,0.01028455366411211
595,309,48,2025-01-17,0.06472630707789101
596,196,8,2024-11-11,0.07518026502410124
597,155,14,2024-11-17,0.043487539366862955
598,369,35,2024-06-08,0.04821004991982664
599,312,7,2024-04-14,0.06548999417278818
600,1223,24,2024-12-03,0.017639819015475205
601,267,36,2024-06-07,0.03523804902084211
602,1072,31,2024-07-03,0.0934626172680677
603,1089,49,2024-10-04,0.08853832107914032
604,841,11,2024-08-27,0.02202488928287996
605,148,6,2025-01-02,0.022289790198675427
606,190,7,2024-08-27,0.07052678099195941
607,1138,25,2024-09-16,0.0829748836111053
608,981,39,2024-11-13,0.05066309798270955
609,1442,5,2024-12-14,0.09913251282840135
610,1197,37,2025-03-30,0.03140797628781173
611,630,41,2024-09-12,0.05395393582868063
612,635,36,2024-11-19,0.03606756268620471
613,515,37,2024-06-07,0.03612694184930353
614,230,11,2025-01-27,0.010015778188380583
615,1267,26,2024-06-05,0.032412911130993066
616,886,26,2024-11-08,0.028879650882321174
617,492,3,2024-08-13,0.06779749439649302
618,815,35,2024-06-30,0.06517180641233926
619,151,33,2024-06-29,0.03054056233402279
620,634,47,2024-10-26,0.036507138433719485
621,306,3,2024-08-28,0.06091524739224968
622,789,27,2024-05-07,0.03819925145172035
623,682,22,2024-11-07,0.017528471942806205
624,665,13,2024-07-07,0.09810674621495309
